"address","latitude","longitude"
"406 E 2nd St, Nenana, Alaska 99760",64.561109982692,-149.086299980565
"14 Chum Way, Pelican, Alaska 99832",57.957349093893,-136.22251740321
"109 Charles W St, Petersburg, Alaska 99833",56.81517998074,-132.955599982736
"#1 Elementary, St George, Alaska 99591",56.581679,-169.616909
"1330 Seward Ave, Sitka, Alaska 99835",57.055263321227,-135.36825497756
"930 Tolstoi, St. Paul, Alaska 99660",57.120769683948,-170.279955628575
"744 Third Ave, Kotzebue, Alaska 99752",66.899944424048,-162.586036901975
"2600 Musk Ox Pkwy, Selawik, Alaska 99770",66.604500001578,-160.010999999946
"109 Ambler Dr, Ambler, Alaska 99786",67.085519990458,-157.858800011621
"#2 Airport Rd, Noatak, Alaska 99761",67.566513305358,-162.971069136066
"165 Fireweed Dr, Noorvik, Alaska 99763",66.832126307262,-161.048081905877
"9900 University Dr, Buckland, Alaska 99727",65.977870009829,-161.123300008999
"101 Mushers Way, Kobuk, Alaska 99751",66.90801998922,-156.881900009179
"36 Main St, Deering, Alaska 99736",66.074617706616,-162.717735587123
"190 Casanoff St, Kiana, Alaska 99749",66.971619984587,-160.43729999123
"#6 Oceanside Expressway, Kivalina, Alaska 99750",67.725880000613,-164.535299960773
"#6 West River Rd, Shungnak, Alaska 99773",66.8872979,-157.1453216
"Tract 4a Of Asls 96-31, Hollis, Alaska 99921",55.482269998399,-132.650099980016
"100 Heather Street Unit 2, Thorne Bay, Alaska 99950",55.666,-132.528
"117 Kasaan St, Kasaan, Alaska 99950",55.5396,-132.404
"1563 Main St, Skagway, Alaska 99840",59.463209984574,-135.307399991577
"Block 9 Tract A, Port Alexander, Alaska 99836",56.247097,-134.646953
"1010 Sandy Beach Rd, Thorne Bay, Alaska 99919",55.687433246058,-132.527598257359
"100 Heather St, Naukati, Alaska 99950",55.868435926613,-133.206449455447
"102 Nw Fairbanks Ave, Coffman Cove, Alaska 99918",56.014069987468,-132.828000007583
"126 Bayview Rd, Whale Pass, Alaska 99950",56.117139987702,-133.122000039146
"89 Front St, Tanana, Alaska 99777",65.329839,-151.957314
"55 E Broadway, Unalaska, Alaska 99685",53.87394246846,-166.533430515709
"319 Robe River Dr, Valdez, Alaska 99686",61.093755806349,-146.1958502326
"127 Lake St, Aleknagik, Alaska 99555",59.280740993188,-158.624836757113
"29 Old Airport Way, New Stuyahok, Alaska 99636",59.450493366687,-157.325220405464
"#5 Twin Hills School Rd, Twin Hills, Alaska 99576",59.0767,-160.281
"1 Dixon Circle, Saint Mary's, Alaska 99658",62.054057041659,-163.178652144236
"50 Togiak School Lane, Togiak, Alaska 99678",59.055840018697,-160.425199959625
"5052 Nushagak Way, Koliganek, Alaska 99576",59.0392293,-158.4628622
"130 Heights Rd, Manokotak, Alaska 99628",58.928019,-158.908625
"305 Baranof St, Sitka, Alaska 99835",57.052800020693,-135.330800002129
"509 Lincoln, Sitka, Alaska 99835",57.051245336255,-135.331302929471
"1000 Lake St, Sitka, Alaska 99835",57.061770439922,-135.34185363561
"310 River Rd, Beaver, Alaska 99724",66.3540726,-147.3847113
"305 Mountain St, Arctic Village, Alaska 99722",68.127637281536,-145.4715290833
"129 Main St, Fort Yukon, Alaska 99740",66.5631807,-145.272265
"310 Reid St, Wrangell, Alaska 99929",56.472560744872,-132.38156474794
"#1 Marten Hill Dr, Chalkyitsik, Alaska 99788",66.642168095154,-143.740180024245
"360 Chandalar Dr, Venetie, Alaska 99781",67.027532,-146.409455
"161 Milepost Steese Hwy, Circle, Alaska 99733",65.825135895704,-144.066486318048
"4762 Old Airport Way, Fairbanks, Alaska 99709",64.834525416425,-147.829268363067
"123 Front St, Nulato, Alaska 99765",64.714598603311,-158.121209789749
"3rd Street Complex, Allakaket, Alaska 99720",66.563163898456,-152.652016208243
"Moose Loop 4, Hughes, Alaska 99745",66.0478818,-154.2588726
"Huslia School Blvd, Huslia, Alaska 99746",65.7013142,-156.3932729
"Main St, Kaltag, Alaska 99748",64.3274202,-158.7227352
"1st & Hilltop, Ruby, Alaska 99768",64.737582,-155.4836739
"429 Forest Hwy, Yakutat, Alaska 99689",59.531448603698,-139.710169370098
"13 Wiehl Way, Rampart, Alaska 99767",65.503400017276,-150.171800027681
"Laker One St, Minto, Alaska 99758",65.12375,-149.751577
"Akiachak #51100, Akiachak, Alaska 99551",60.888708,-161.397681
"Akiak # 5227, Akiak, Alaska 99552",60.8915843,-161.2043747
"Tuluksak # 115, Tuluksak, Alaska 99679",61.107769,-160.952397
"1547 E Lipan Blvd, Fort Mohave, Arizona 86426",34.982477421077,-114.596585771374
"10720 E 22nd St, Tucson, Arizona 85748",32.206255988221,-110.765867459242
"20050 W Indian School Rd, Buckeye, Arizona 85396",33.493723194309,-112.490802719247
"530 E Riley Dr, Avondale, Arizona 85323",33.439012194038,-112.344522392938
"111 N Well Rd, Ajo, Arizona 85321",32.372799706965,-112.858972902572
"5040 S Campbell Ave, Tucson, Arizona 85706",32.160504567794,-110.943443206613
"15778 W Yuma Rd, Goodyear, Arizona 85338",33.435580910835,-112.398936969432
"14802 W Wigwam Blvd, Goodyear, Arizona 85395",33.493399253083,-112.379549462721
"7033 W. Catus Road, Peoria, Arizona 85381",33.596005703885,-112.210112076556
"945 W Apache Trl, Apache Junction, Arizona 85120",33.414993564888,-111.556293219969
"433 N Hall, Mesa, Arizona 85203",33.423349648292,-111.793489647214
"6024 N Perryville Rd, Waddell, Arizona 85355",33.524566540991,-112.462712750362
"2616 E Greenway Rd, Phoenix, Arizona 85032",33.626374151866,-112.026027962558
"4105 E Shea Blvd, Phoenix, Arizona 85028",33.582688227778,-111.993199106116
"6201 N 35th Ave, Phoenix, Arizona 85017",33.527653170989,-112.134191732454
"2471 N. Arizona Ave., Chandler, Arizona 85225",33.342547194959,-111.841673405843
"1122 S 67th Ave, Phoenix, Arizona 85043",33.438012637234,-112.203754523995
"14582 N. Sarival Ave, Surprise, Arizona 85379",33.617068529251,-112.409530775818
"8325 S Central Ave, Phoenix, Arizona 85042",33.371196787178,-112.073160892772
"510 N Central Ave, Avondale, Arizona 85323",33.440040827702,-112.349748589865
"3835 W Thomas Rd, Phoenix, Arizona 85019",33.480412024969,-112.141681799719
"6913 E Rembrandt Ave, Mesa, Arizona 85212",33.341175581767,-111.685033899698
"8885 W Peoria Ave, Peoria, Arizona 85345",33.580820469367,-112.250524383064
"1515 S Val Vista Dr, Gilbert, Arizona 85296",33.322947909852,-111.755588984118
"1070 S Higley Rd, Gilbert, Arizona 85296",33.328974725858,-111.721307062551
"463 W. Combs Rd, San Tan Valley, Arizona 85141",33.219720592845,-111.57288793139
"4380 N. Hunt Hwy, Florence, Arizona 85312",33.068046941005,-111.486486146577
"7729 E. Pecos Road, Mesa, Arizona 85212",33.285213375616,-111.667005800787
"1143 S Lindsay Rd, Mesa, Arizona 85204",33.394465324073,-111.771130937539
"23908 S Hawes Rd, Queen Creek, Arizona 85142",33.231275117671,-111.651796764184
"266 E Pastime Rd, Tucson, Arizona 85705",32.275602696908,-110.9679775154
"43775 North Black Canyon Highw, Phoenix, Arizona 85087",33.882811983993,-112.145228037678
"7500 E Civic Cir, Prescott Valley, Arizona 86314",34.596562040612,-112.335055470977
"2475 W Naranja Dr, Oro Valley, Arizona 85742",32.409783680093,-111.021079819397
"125 W Yavapai Rd, Tucson, Arizona 85705",32.269615289391,-110.972618052155
"3400 Dysart Rd, Avondale, Arizona 85007",33.484732187663,-112.341005123735
"1440 S Longmore, Mesa, Arizona 85202",33.388413953418,-111.86387310789
"25 W Calle Concordia, Oro Valley, Arizona 85704",32.373548487244,-110.970219422795
"450 E Wetmore Rd, Tucson, Arizona 85705",32.28652753649,-110.964650015824
"9168 S. Ave 36e, Wellton, Arizona 85356",32.689035821976,-114.022206168803
"4525 E. Baseline Road, Gilbert, Arizona 85234",33.379164579245,-111.737702415915
"2525 S Ironwood Dr, Apache Junction, Arizona 85120",33.389353090948,-111.563319532207
"9168 South Ave 36 East, Wellton, Arizona 85356",32.689035821976,-114.022206168803
"2002 E Baseline Rd, Phoenix, Arizona 85042",33.377929728374,-112.038673431019
"1440 S Longhorn, Mesa, Arizona 85202",33.388413953418,-111.86387310789
"4125 N 14th St, Phoenix, Arizona 85014",33.495749312404,-112.051947239455
"7654 N 19th Ave, Phoenix, Arizona 85021",33.548698229845,-112.099712930291
"2500 S Power Rd Ste 215, Mesa, Arizona 85209",33.370125018687,-111.687814748867
"7350 E. Innovation Way South, Mesa, Arizona 85212",33.305155357022,-111.673898450878
"4125 N. 14th Street, Phoenix, Arizona 85014",33.495749312404,-112.051947239455
"1410 N 3rd St, Phoenix, Arizona 85004",33.464164611065,-112.069424671976
"1200 W Speedway Blvd, Tucson, Arizona 85745",32.235649295091,-110.989323534276
"735 E Fillmore St, Phoenix, Arizona 85006",33.45452622314,-112.064107917136
"2612 W Gila Bend Hwy, Casa Grande, Arizona 85193",32.87944624531,-111.844125036807
"4445 S 12th St, Phoenix, Arizona 85040",33.405924329255,-112.055747577794
"335 E Germann Rd Ste 140, Gilbert, Arizona 85297",33.277039855382,-111.78408887786
"46999 N. Fifth Street, Ash Fork, Arizona 86320",35.22131106128,-112.486267226043
"649 N 6th Ave, Phoenix, Arizona 85003",33.455252233225,-112.081326841994
"3775 E Union Hills Dr, Phoenix, Arizona 85050",33.655130187573,-112.00161342161
"5740 E River Rd, Tucson, Arizona 85750",32.273466842737,-110.87138056119
"10210 S 50th Pl, Phoenix, Arizona 85044",33.353350785695,-111.974916267696
"4825 S Arizona Ave, Chandler, Arizona 85248",33.23684608904,-111.841092926335
"11155 N Oracle Rd, Oro Valley, Arizona 85737",32.409992787127,-110.941353436896
"11850 N 32nd St, Phoenix, Arizona 85028",33.594220914807,-112.013214491798
"10400 N 128th St, Scottsdale, Arizona 85259",33.580636146446,-111.804771798412
"2020 N Arizona Ave Ste G62, Chandler, Arizona 85225",33.335166886394,-111.841775114117
"1130 E University Dr Ste 230, Tempe, Arizona 85281",33.422089078584,-111.92069128978
"9902 W Yearling Rd, Peoria, Arizona 85383",33.717861175415,-112.272155057407
"1901 Prescott Lakes Pkwy, Prescott, Arizona 86301",34.587211775773,-112.433722690823
"1700 N Gemini Dr, Flagstaff, Arizona 86001",35.208029743403,-111.635306622593
"100 Sultan Way, Bagdad, Arizona 86321",34.574276248261,-113.184214221865
"7318 W Lynwood St, Phoenix, Arizona 85035",33.464536183903,-112.216903675675
"15800 W Sherman St, Goodyear, Arizona 85338",33.43974185802,-112.39824525658
"80 Turkey Creek Rd, Blue, Arizona 85922",33.636389981786,-109.092100024732
"5651 W Talavi Blvd Ste 170, Glendale, Arizona 85306",33.636673078339,-112.180513829573
"7620 W Lower Buckeye Rd Ste 10, Phoenix, Arizona 85043",33.423037189903,-112.223795152668
"6000 E 14th St, Tucson, Arizona 85711",32.216889978552,-110.864125142156
"67488 E Salome Rd, Salome, Arizona 85348",33.774529440109,-113.600755355592
"325 School Terrace Road, Bisbee, Arizona 85603",31.415200015258,-109.888700009272
"5010 S Eastmark Pkwy, Mesa, Arizona 85212",33.32533265815,-111.615326172516
"197 E 7th St, Benson, Arizona 85602",31.965144555437,-110.296902709197
"360 S Patagonia St, Benson, Arizona 85602",31.966180817829,-110.298134005191
"18864 E Germann Rd, Queen Creek, Arizona 85142",33.278108181952,-111.676101842136
"Indian Route 19, Topawa, Arizona 85634",31.810307526718,-111.822958159205
"111 Main Street, Sells, Arizona 85634",31.913010003936,-111.881699996014
"1200 W White Mountain Blvd, Lakeside, Arizona 85929",34.147688962274,-109.964530277695
"675 School Terrace Rd., Bisbee, Arizona 85603",31.414810005303,-109.888300024852
"13033 S Estrella Pkwy, Goodyear, Arizona 85338",33.324454950459,-112.425076401035
"1326 N Montezuma Castle Hwy, Camp Verde, Arizona 86322",34.587748976747,-111.855951789723
"464 S Main St, Camp Verde, Arizona 86322",34.562639916111,-111.853854603641
"8981 E Tanque Verde Rd Ste 281, Tucson, Arizona 85749",32.258155224841,-110.80002296285
"751 N 215th Ave, Buckeye, Arizona 85326",33.455579089207,-112.510430441085
"1300 North Centennial Blvd, Taylor, Arizona 85939",34.480919993706,-110.097300014504
"3816 N 27th Ave, Phoenix, Arizona 85017",33.492192540853,-112.117120830482
"3000 S Apache Rd, Buckeye, Arizona 85326",33.421695308759,-112.573673326569
"315w. 5th Street, Bowie, Arizona 85605",32.325459738414,-109.490223494121
"2401 S Wilmot Rd, Tucson, Arizona 85711",32.193992146894,-110.857860939895
"462 S Main St, Camp Verde, Arizona 86322",34.562666008182,-111.853866936218
"902 E Eason Ave, Buckeye, Arizona 85326",33.373204215146,-112.578645437457
"2321 E Bell Rd, Phoenix, Arizona 85022",33.6404345589,-112.032536020823
"1120 S. Gilbert Rd., Gilbert, Arizona 85296",33.329656694376,-111.790039552869
"16635 N 51st Ave, Glendale, Arizona 85306",33.63573913021,-112.168654110039
"1951 N Alma School Rd, Chandler, Arizona 85224",33.334322924923,-111.859004630782
"33016 N 60th St, Scottsdale, Arizona 85266",33.78487055103,-111.952062274552
"4300 E Sunrise Dr, Tucson, Arizona 85718",32.308209688982,-110.900347002384
"3777 W 22nd Ln, Yuma, Arizona 85364",32.687203892838,-114.66329860753
"1556 N Arizola Rd, Casa Grande, Arizona 85122",32.893487148994,-111.713926519353
"4141 N 67th Ave, Phoenix, Arizona 85033",33.495613545743,-112.203159072713
"Us Hwy 191, Chinle, Arizona 86503",36.176658397143,-109.589024529708
"900 Carmelita Dr, Sierra Vista, Arizona 85635",31.558514281115,-110.290142579975
"2730 N Trekell Rd, Casa Grande, Arizona 85122",32.932810870221,-111.739431058071
"5802 E. Dove Valley Rd., Scottsdale, Arizona 85266",33.783637481622,-111.957196883937
"8632 W Northern Ave, Glendale, Arizona 85305",33.552003007695,-112.244947529307
"760 E Center St, Chino Valley, Arizona 86323",34.745650025886,-112.449372100936
"510 N G Ave, Douglas, Arizona 85607",31.339404661977,-109.554612547625
"19 Rte 27, Chinle, Arizona 86503",36.005222897915,-109.5429973074
"3700 S Arizona Ave, Chandler, Arizona 85248",33.252699856298,-111.842571427972
"255 N. Cottonwood St., Colorado City, Arizona 86021",36.99540000269,-113.004000034651
"7205 N Pima Rd, Scottsdale, Arizona 85258",33.541254357348,-111.891377864425
"24901 S Power Rd, Queen Creek, Arizona 85142",33.223221598138,-111.68578508298
"1919 E Queen Creek Rd, Gilbert, Arizona 85297",33.263082595869,-111.749150279169
"1205 E Frye Rd Bldg B, Chandler, Arizona 85225",33.298908980167,-111.821888557601
"1169 Colombo Ave, Sierra Vista, Arizona 85635",31.562750940825,-110.247435153667
"4477 S Gilbert Rd, Chandler, Arizona 85249",33.242896927168,-111.78581940559
"2384 N. Steves Blvd., Flagstaff, Arizona 86004",35.209146620358,-111.60426130707
"350 N Arizona Ave, Chandler, Arizona 85225",33.308907965344,-111.841505347472
"48 E Pennington St, Tucson, Arizona 85701",32.222612089331,-110.972257604889
"583 South Lake Powell Boulevar, Page, Arizona 86040",36.906448983078,-111.470857994385
"5990 S Val Vista Dr, Chandler, Arizona 85249",33.219446302417,-111.755698566105
"5221 Highway 95 Ste 5, Fort Mohave, Arizona 86426",35.005320636462,-114.598133824928
"2251 Highway 95, Bullhead City, Arizona 86442",35.1056411058,-114.598156402386
"800 W Northern Ave, Coolidge, Arizona 85128",32.980722420467,-111.530515359051
"5741 E Ironwood St Bldg 623, Tucson, Arizona 85708",32.181136297299,-110.868690645243
"2250 E Laguna Rd, Mohave Valley, Arizona 86440",34.895124538053,-114.564360895448
"450 N Arizona Blvd, Coolidge, Arizona 85128",32.981301380569,-111.524059134193
"7107 N Black Canyon Hwy, Phoenix, Arizona 85021",33.539538457558,-112.111807881688
"715 W. Mariposa St., Phoenix, Arizona 85013",33.508381534253,-112.082734124205
"351 W. Prince Rd., Tucson, Arizona 85705",32.271894697891,-110.977394989038
"2975 W Linda Ln, Chandler, Arizona 85224",33.317784595749,-111.893286305018
"251 W Irvington Rd, Tucson, Arizona 85714",32.163183713385,-110.972419100827
"2325 W Sunset Rd, Tucson, Arizona 85741",32.308580546625,-111.016852104697
"8250 E 22nd St # 128, Tucson, Arizona 85710",32.206352057448,-110.816430411237
"6313 W Southern Ave, Laveen, Arizona 85339",33.391773601169,-112.193239297291
"551 1st St, Prescott, Arizona 86301",34.550322127987,-112.472226252627
"18424 N 51st Ave, Glendale, Arizona 85308",33.652765834801,-112.169058555598
"10909 N Perryville Rd, Surprise, Arizona 85388",33.581027063599,-112.461449622258
"5821 W Beverly Ln, Glendale, Arizona 85306",33.633668861277,-112.182394471532
"326 W Fort Lowell Rd, Tucson, Arizona 85705",32.264764290273,-110.976437904971
"4837 E Mcdowell Rd, Phoenix, Arizona 85008",33.465597511907,-111.977618378804
"108 Stadium Street, Duncan, Arizona 85534",32.724199990148,-109.109800005848
"1500 E 15th St, Douglas, Arizona 85607",31.349635686545,-109.538837421863
"301 N Willard St, Cottonwood, Arizona 86326",34.739612227924,-112.027245188394
"20402 N 15th Ave, Phoenix, Arizona 85027",33.671700352623,-112.091615059915
"25250 N. 35th Avenue, Glendale, Arizona 85310",33.718053355682,-112.138216575672
"19825 N 15th Ave, Phoenix, Arizona 85027",33.665823628041,-112.091455120339
"22800 N 67th Ave, Glendale, Arizona 85310",33.690943512038,-112.203180908708
"2820 W Rose Garden Ln, Phoenix, Arizona 85027",33.676596407489,-112.120426563639
"40404 N Gavilan Peak Pkwy, Anthem, Arizona 85086",33.848511461615,-112.138312630967
"15550 N Parkview Pl, Surprise, Arizona 85374",33.63715109275,-112.381146384981
"19265 N Porter Rd, Maricopa, Arizona 85138",33.055115442052,-112.013408670093
"17901 W Lundberg St, Surprise, Arizona 85388",33.636150232148,-112.444342791
"2555 E 1st St # 111, Tucson, Arizona 85716",32.234993614533,-110.93452134215
"231 W Giaconda Way Ste 113, Tucson, Arizona 85704",32.334819312997,-110.975529763532
"982 Full House Ln, Show Low, Arizona 85901",34.284405351749,-110.12182068551
"6710 West Calle Lejos, Peoria, Arizona 85383",33.703630150795,-112.203371455213
"11425 N Dysart Rd, El Mirage, Arizona 85335",33.587566068635,-112.341808199127
"2030 E Cherry St, Cottonwood, Arizona 86326",34.731889853891,-112.005192161705
"1460 S Horne, Mesa, Arizona 85204",33.388025750102,-111.814309039394
"15802 N Parkview Pl, Surprise, Arizona 85374",33.636096835508,-112.38124409267
"1460 E Horne, Mesa, Arizona 85204",33.388025750102,-111.814309039394
"41900 N 42nd Ave, Anthem, Arizona 85086",33.864511020418,-112.149121012608
"480 N Grand Ave, Nogales, Arizona 85621",31.340580177813,-110.937937283326
"8495 E Broadway Blvd, Tucson, Arizona 85710",32.221016797221,-110.810959015612
"3401 N Fort Valley Rd, Flagstaff, Arizona 86001",35.237981097348,-111.668375200384
"2801 N Izabel St, Flagstaff, Arizona 86004",35.214495243852,-111.622559871076
"6213 S. Miller Ave., Buckeye, Arizona 85326",33.39029479405,-112.590860457278
"4000 N Cummings St, Flagstaff, Arizona 86004",35.225441683846,-111.585755032657
"1035 E. Van Buren Street, Avondale, Arizona 85323",33.448593273502,-112.335877107613
"3515 W Union Hills Dr Ste 119, Glendale, Arizona 85308",33.654582562397,-112.134850268263
"4848 S 2nd St, Phoenix, Arizona 85040",33.402242060759,-112.071179523168
"16578 W Greenway Rd Ste 204 Bl, Surprise, Arizona 85388",33.624376773765,-112.415200513112
"4567 W Roberts Rd, Queen Creek, Arizona 85142",33.176076575258,-111.615257063636
"580 W Melody Ave, Gilbert, Arizona 85233",33.375392520203,-111.802279120119
"4744 W Grovers Ave, Glendale, Arizona 85308",33.647325970097,-112.161683735129
"9640 N Metro Pkwy W Unit 147, Phoenix, Arizona 85051",33.579499871589,-112.121679397542
"400 W Elm Ave, Flagstaff, Arizona 86001",35.203604867649,-111.651409645077
"221 E Hortt Street, Fredonia, Arizona 86022",36.950883750732,-112.522187634904
"16100 E Palisades Blvd, Fountain Hills, Arizona 85268",33.614919988259,-111.735499990981
"1556 W Prince Rd, Tucson, Arizona 85705",32.272291531441,-110.999845953586
"1255 W Silverdale Rd, Queen Creek, Arizona 85142",33.13938230888,-111.57969943787
"297 E Us Highway 70, Bylas, Arizona 85530",33.132367035631,-110.120302614484
"Hwy 264, Ganado, Arizona 86505",35.754600897221,-109.626954076643
"225 S. Orlando Street, Florence, Arizona 85132",33.028080022441,-111.384856734138
"4125 W Aerie Dr, Tucson, Arizona 85741",32.33447784325,-111.049619074252
"3725 N Flowing Wells Rd, Tucson, Arizona 85705",32.274489033759,-110.99508539826
"1833 N Scottsdale Rd, Tempe, Arizona 85281",33.45055671272,-111.926391794168
"Highway 70, Fort Thomas, Arizona 85536",33.022383743536,-109.955924337118
"32375 N Gantzel Rd, San Tan Valley, Arizona 85143",33.173645240619,-111.545328789311
"1001 S Main St, Florence, Arizona 85132",33.023157470871,-111.38746945382
"3870 S Quartz St, Gilbert, Arizona 85297",33.278821162682,-111.759788462837
"140 S Gilbert Rd, Gilbert, Arizona 85296",33.347483010462,-111.789661828112
"23276 N 83rd Ave Ste 1, Peoria, Arizona 85383",33.69514529555,-112.237742815373
"Indian Rte. 6 Mp 10.5, San Carlos, Arizona 85550",33.355851986503,-110.470612933898
"35 W Dunlap Ave, Phoenix, Arizona 85021",33.567626929456,-112.076449388138
"6602 N 75th Ave, Glendale, Arizona 85303",33.532314946809,-112.220561875231
"4301 E Guadalupe Rd, Gilbert, Arizona 85234",33.364899579262,-111.700000458403
"525 E Mcdowell Rd, Phoenix, Arizona 85004",33.465654584461,-112.065950796873
"8194 W. Deer Valley Rd Ste B10, Peoria, Arizona 85382",33.681647632316,-112.235570465506
"500 S Mcqueen Rd, Gilbert, Arizona 85233",33.340368167677,-111.824375261711
"55 N Greenfield Rd, Gilbert, Arizona 85234",33.350981336733,-111.738359311302
"308 N Martin Ave, Gila Bend, Arizona 85337",32.951186207962,-112.717424467297
"1101 E Elliot Rd, Gilbert, Arizona 85234",33.349779361643,-111.813042359192
"10045 E Madero Ave, Mesa, Arizona 85209",33.371469573978,-111.615424996981
"1750 W Thunderbird Rd, Phoenix, Arizona 85023",33.611087206213,-112.096096280362
"3625 W Cactus Rd, Phoenix, Arizona 85029",33.596325570341,-112.13566517893
"6216 W Glendale Ave, Glendale, Arizona 85301",33.538529184274,-112.193208354478
"4530 W Northern Ave, Glendale, Arizona 85301",33.553159168698,-112.1565360345
"460 N Willow St, Globe, Arizona 85501",33.398617258502,-110.790605751467
"824 N. Thorne Ave, Winkelman, Arizona 85292",32.994838232638,-110.771211986789
"#1 Boulder Street, Grand Canyon Village, Arizona 86023",36.053001558418,-112.141742528952
"8828 N 31st Ave, Phoenix, Arizona 85051",33.566217455109,-112.125618567419
"3450 Mustang Ave., Heber, Arizona 85928",34.433365846847,-110.586682622699
"350 E 18th St, Yuma, Arizona 85364",32.694937408955,-114.617884728514
"146 E 4th Street, Pima, Arizona 85543",32.889769986686,-109.824300003156
"2217 W Glendale Ave, Phoenix, Arizona 85021",33.538562112926,-112.105435697768
"437 S High Street, Globe, Arizona 85501",33.393750758432,-110.781728575832
"3930 W Greenway Rd, Phoenix, Arizona 85053",33.625228308315,-112.143180621223
"8045 N 47th Ave, Glendale, Arizona 85302",33.555606781055,-112.160162773259
"1333 E 10th St, Tucson, Arizona 85719",32.222599295209,-110.951876066933
"455 N 8th Ave, Holbrook, Arizona 86025",34.906696138972,-110.168849857433
"32 S Center St, Mesa, Arizona 85210",33.414400141597,-111.83154506204
"4275 W Baseline Rd, Laveen, Arizona 85339",33.377553600883,-112.150470086111
"19630 E.germann Road, Queen Creek, Arizona 85242",33.277680861845,-111.634983439135
"14850 N 156th Ave, Surprise, Arizona 85379",33.618858047758,-112.396051419646
"2935 S Recker Rd, Gilbert, Arizona 85295",33.295737053934,-111.703621114297
"1855 S Country Club Dr, Mesa, Arizona 85210",33.381384941024,-111.840053383982
"1105 E Broadway Rd, Tempe, Arizona 85282",33.407451584942,-111.922433378423
"4068 E Pecos Rd, Gilbert, Arizona 85295",33.29358141557,-111.701982352744
"1427 E. Bell Rd. Ste 102-103, Phoenix, Arizona 85022",33.640320092081,-112.05193905564
"2222 W Northern Ave Ste A110, Phoenix, Arizona 85021",33.553159166036,-112.10592947659
"16233 S 48th St, Phoenix, Arizona 85048",33.299519108522,-111.98026045847
"2076 S. Higley Road, Gilbert, Arizona 85236",33.313014637379,-111.721197621746
"5201 N 7th St, Phoenix, Arizona 85014",33.512910925116,-112.064936467095
"2675 Palo Verde Blvd S, Lake Havasu City, Arizona 86403",34.493930385467,-114.315315897613
"6000 E Long Look Dr, Prescott Valley, Arizona 86314",34.600497900788,-112.348227171389
"4290 S Miller Rd Ste 102, Buckeye, Arizona 85326",33.407824153876,-112.590947509721
"3660 W Glendale Ave, Phoenix, Arizona 85051",33.538555780315,-112.138151966621
"5850 W Northview Ave, Glendale, Arizona 85301",33.543200990946,-112.185411977517
"1290b W Vah Ki Inn Rd, Coolidge, Arizona 85128",32.987871838636,-111.53697609611
"4182 N Bank St, Kingman, Arizona 86409",35.250189568515,-114.011469059241
"41004 W Lucera Ln, Maricopa, Arizona 85138",33.048450016905,-112.007199969146
"2200 Havasupai Blvd, Lake Havasu City, Arizona 86403",34.497570838786,-114.331403650818
"2150 Southern Avenue Ste 713, Tempe, Arizona 85282",33.393503927343,-111.893865322645
"5815 S Mcclintock Dr, Tempe, Arizona 85283",33.370213576892,-111.911208179745
"1843 W 16th Ave, Apache Junction, Arizona 85120",33.400499660667,-111.565689821216
"400 Grandview Ave, Kingman, Arizona 86401",35.192624989363,-114.061246058761
"4629 2nd North, Joseph City, Arizona 86032",34.959290001988,-110.322199971565
"2200 N Arizona Ave Ste 17, Chandler, Arizona 85225",33.337224218592,-111.84178575034
"2505 E Germann Rd, San Tan Valley, Arizona 85140",33.27807881057,-111.541447265937
"44150 W Maricopa Casa Grande H, Maricopa, Arizona 85138",33.054305053168,-112.043133028399
"3033 Macdonald Ave, Kingman, Arizona 86401",35.214269510244,-114.015398638817
"45012 W Honeycutt Ave, Maricopa, Arizona 85139",33.053029231757,-112.052579825741
"217 E Olympic Dr, Phoenix, Arizona 85042",33.374052597244,-112.071197090724
"301 E Combs Rd, San Tan Vly, Arizona 85140",33.21988687088,-111.561643596687
"3420 N Burbank St, Kingman, Arizona 86409",35.224160020457,-114.029097417192
"1376 E Cottonwood Ln, Casa Grande, Arizona 85122",32.894230475922,-111.726322200843
"728 E Mcdowell Rd, Phoenix, Arizona 85006",33.465769175695,-112.063118101159
"4386 W Bethany Home Rd, Glendale, Arizona 85301",33.523983979663,-112.152965722516
"38300 N Gantzel Rd, San Tan Vly, Arizona 85140",33.226700734766,-111.563428826372
"Highway 163, Kayenta, Arizona 86033",36.739632428056,-110.240536399839
"3901 W Linda Vista Blvd, Tucson, Arizona 85742",32.380716839785,-111.048983399616
"711 S Mcnab Pkwy, San Manuel, Arizona 85631",32.598703788872,-110.629462269428
"3470 E Rio Virgin Rd, Beaver Dam, Arizona 86432",36.905950008382,-113.929099959288
"11279 W Grier Rd # 115a, Marana, Arizona 85653",32.453284588369,-111.20735485329
"3740 N Toltec Rd, Eloy, Arizona 85131",32.789419997851,-111.620300035747
"1431 E. Campbell Ave, Phoenix, Arizona 85014",33.50189729661,-112.049682111186
"7420 E Main St, Mesa, Arizona 85207",33.416926652853,-111.670971993204
"13650 N Mcduff Rd Ste 128, Marana, Arizona 85653",32.454250336941,-111.209397821808
"633 E Ray Rd Ste 132, Gilbert, Arizona 85296",33.321042589279,-111.776655243599
"12000 W Emigh Rd, Tucson, Arizona 85743",32.366239287658,-111.228114770836
"717 W Ray Rd, Gilbert, Arizona 85233",33.320844590747,-111.804574870578
"6401 S 16th St, Phoenix, Arizona 85042",33.389154480411,-112.047262470411
